CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Score,RFM_Segment,RFM_Level_3,RFM_Level_5
15582,220,5,63.480000000000004,1,2,2,5,122,Low,Concerning
15584,24,18,88.55,3,3,2,8,332,Middle,ImmediatelyAddress
15585,177,7,121.24999999999999,1,2,2,5,122,Low,Concerning
15587,50,2,111.96,3,1,2,6,312,Middle,Concerning
15589,256,6,90.10000000000001,1,2,2,5,122,Low,Concerning
15592,47,5,94.74000000000001,3,2,2,7,322,Middle,Middle
15593,71,1,71.4,2,1,2,5,212,Low,Concerning
15594,30,22,378.82,3,4,4,11,344,Top,Whale
15596,215,17,328.95,1,3,3,7,133,Middle,Middle
15597,35,3,32.160000000000004,3,1,1,5,311,Low,Concerning
15598,53,3,63.06,2,1,2,5,212,Low,Concerning
15599,27,10,136.33,3,3,2,8,332,Middle,ImmediatelyAddress
15601,11,77,1181.9199999999996,4,4,4,12,444,Top,Whale
15602,8,11,305.22,4,3,3,10,433,Top,Safe
15604,52,2,36.52,3,1,1,5,311,Low,Concerning
15605,36,10,165.8,3,3,3,9,333,Top,Safe
15606,61,18,687.63,2,3,4,9,234,Top,Safe
15607,337,5,54.76,1,2,1,4,121,Low,ImmediatelyAddress
15608,28,11,271.78,3,3,3,9,333,Top,Safe
15609,184,6,112.68,1,2,2,5,122,Low,Concerning
15610,52,3,53.14,3,1,1,5,311,Low,Concerning
15611,10,7,197.85,4,2,3,9,423,Top,Safe
15612,36,3,124.1,3,1,2,6,312,Middle,Concerning
15615,10,80,2145.8,4,4,4,12,444,Top,Whale
15618,33,11,165.951,3,3,3,9,333,Top,Safe
15620,57,13,186.9,2,3,3,8,233,Middle,ImmediatelyAddress
15621,4,3,198.72,4,1,3,8,413,Middle,ImmediatelyAddress
15622,43,45,925.82,3,4,4,11,344,Top,Whale
15623,141,4,60.129999999999995,2,1,2,5,212,Low,Concerning
15624,135,6,88.53,2,2,2,6,222,Middle,Concerning
15625,104,14,314.1,2,3,3,8,233,Middle,ImmediatelyAddress
15626,75,11,139.48000000000002,2,3,2,7,232,Middle,Middle
15628,5,30,542.6999999999999,4,4,4,12,444,Top,Whale
15630,45,12,212.74,3,3,3,9,333,Top,Safe
15632,16,32,624.4,4,4,4,12,444,Top,Whale
15634,17,4,65.7,4,1,2,7,412,Middle,Middle
15636,90,4,117.0,2,1,2,5,212,Low,Concerning
15637,53,2,36.900000000000006,2,1,1,4,211,Low,ImmediatelyAddress
15639,134,2,15.120000000000001,2,1,1,4,211,Low,ImmediatelyAddress
15640,4,94,2390.4599999999996,4,4,4,12,444,Top,Whale
15641,105,10,177.4,2,3,3,8,233,Middle,ImmediatelyAddress
15643,282,5,76.69999999999999,1,2,2,5,122,Low,Concerning
15644,166,46,147.33999999999997,1,4,3,8,143,Middle,ImmediatelyAddress
15645,19,12,138.21,4,3,2,9,432,Top,Safe
15646,247,6,75.96000000000001,1,2,2,5,122,Low,Concerning
15648,204,7,199.3,1,2,3,6,123,Middle,Concerning
15651,37,8,154.86,3,2,3,8,323,Middle,ImmediatelyAddress
15652,91,6,102.80000000000001,2,2,2,6,222,Middle,Concerning
15653,93,2,432.11999999999995,2,1,4,7,214,Middle,Middle
15654,9,4,103.56,4,1,2,7,412,Middle,Middle
15655,243,8,123.71000000000001,1,2,2,5,122,Low,Concerning
15656,45,16,253.3,3,3,3,9,333,Top,Safe
15657,23,1,30.0,3,1,1,5,311,Low,Concerning
15658,198,7,121.10000000000001,1,2,2,5,122,Low,Concerning
15659,44,2,45.0,3,1,1,5,311,Low,Concerning
15660,25,23,403.54,3,4,4,11,344,Top,Whale
15661,317,1,6.6000000000000005,1,1,1,3,111,Low,ImmediatelyAddress
15663,106,2,29.04,2,1,1,4,211,Low,ImmediatelyAddress
15664,51,2,33.36,3,1,1,5,311,Low,Concerning
15665,168,21,415.47,1,3,4,8,134,Middle,ImmediatelyAddress
15667,40,3,70.56,3,1,2,6,312,Middle,Concerning
15669,104,5,151.02,2,2,3,7,223,Middle,Middle
15670,297,7,106.50000000000001,1,2,2,5,122,Low,Concerning
15671,26,8,299.46,3,2,3,8,323,Middle,ImmediatelyAddress
15673,88,44,799.27,2,4,4,10,244,Top,Safe
15674,73,23,371.86999999999995,2,4,4,10,244,Top,Safe
15675,155,3,29.72,1,1,1,3,111,Low,ImmediatelyAddress
15676,19,46,824.4599999999999,4,4,4,12,444,Top,Whale
15677,49,12,240.14999999999998,3,3,3,9,333,Top,Safe
15678,53,2,36.0,2,1,1,4,211,Low,ImmediatelyAddress
15679,24,29,156.06,3,4,3,10,343,Top,Safe
15680,9,14,219.67,4,3,3,10,433,Top,Safe
15681,25,8,178.04,3,2,3,8,323,Middle,ImmediatelyAddress
15683,117,1,17.4,2,1,1,4,211,Low,ImmediatelyAddress
15687,9,34,634.0499999999998,4,4,4,12,444,Top,Whale
15689,362,2,45.599999999999994,1,1,1,3,111,Low,ImmediatelyAddress
15690,4,4,46.199999999999996,4,1,1,6,411,Middle,Concerning
15692,28,2,37.199999999999996,3,1,1,5,311,Low,Concerning
15694,25,15,972.2099999999998,3,3,4,10,334,Top,Safe
15695,267,3,81.44999999999999,1,1,2,4,112,Low,ImmediatelyAddress
15696,33,26,403.94,3,4,4,11,344,Top,Whale
15699,18,3,50.379999999999995,4,1,1,6,411,Middle,Concerning
15700,172,11,104.39,1,3,2,6,132,Middle,Concerning
15701,2,44,228.64999999999995,4,4,3,11,443,Top,Whale
15704,140,26,462.35999999999996,2,4,4,10,244,Top,Safe
15705,201,2,75.9,1,1,2,4,112,Low,ImmediatelyAddress
15706,65,7,159.35,2,2,3,7,223,Middle,Middle
15707,35,42,170.42000000000002,3,4,3,10,343,Top,Safe
15708,41,57,600.1499999999999,3,4,4,11,344,Top,Whale
15709,284,2,36.8,1,1,1,3,111,Low,ImmediatelyAddress
15712,9,10,174.89999999999998,4,3,3,10,433,Top,Safe
15713,143,2,78.6,2,1,2,5,212,Low,Concerning
15714,12,3,10.75,4,1,1,6,411,Middle,Concerning
15716,146,20,265.17,2,3,3,8,233,Middle,ImmediatelyAddress
15717,234,1,19.8,1,1,1,3,111,Low,ImmediatelyAddress
15719,33,175,1033.0800000000002,3,4,4,11,344,Top,Whale
15720,24,32,198.04999999999998,3,4,3,10,343,Top,Safe
15721,12,23,186.96000000000004,4,4,3,11,443,Top,Whale
15722,36,15,429.75000000000006,3,3,4,10,334,Top,Safe
15723,365,8,20.55,1,2,1,4,121,Low,ImmediatelyAddress
15724,285,1,23.4,1,1,1,3,111,Low,ImmediatelyAddress
15725,15,10,130.42999999999998,4,3,2,9,432,Top,Safe
15727,17,68,1324.6800000000007,4,4,4,12,444,Top,Whale
15729,213,1,15.0,1,1,1,3,111,Low,ImmediatelyAddress
15730,66,17,304.76,2,3,3,8,233,Middle,ImmediatelyAddress
15732,212,4,90.00000000000001,1,1,2,4,112,Low,ImmediatelyAddress
15733,283,3,42.8,1,1,1,3,111,Low,ImmediatelyAddress
15734,115,4,57.0,2,1,1,4,211,Low,ImmediatelyAddress
15737,15,13,233.95,4,3,3,10,433,Top,Safe
15738,19,39,1058.29,4,4,4,12,444,Top,Whale
15739,66,3,103.6,2,1,2,5,212,Low,Concerning
15740,49,1,24.900000000000002,3,1,1,5,311,Low,Concerning
15743,16,24,167.73,4,4,3,11,443,Top,Whale
15745,19,13,201.20999999999998,4,3,3,10,433,Top,Safe
15746,134,5,42.480000000000004,2,2,1,5,221,Low,Concerning
15747,13,17,207.16000000000005,4,3,3,10,433,Top,Safe
15748,40,3,31.75,3,1,1,5,311,Low,Concerning
15749,235,3,13698.5,1,1,4,6,114,Middle,Concerning
15750,3,54,459.30999999999995,4,4,4,12,444,Top,Whale
15752,40,75,478.2499999999999,3,4,4,11,344,Top,Whale
15754,51,7,105.33000000000001,3,2,2,7,322,Middle,Middle
15755,10,27,465.07,4,4,4,12,444,Top,Whale
15756,61,34,90.83000000000001,2,4,2,8,242,Middle,ImmediatelyAddress
15757,66,10,178.09999999999997,2,3,3,8,233,Middle,ImmediatelyAddress
15758,25,1,29.700000000000003,3,1,1,5,311,Low,Concerning
15759,358,1,5.04,1,1,1,3,111,Low,ImmediatelyAddress
15762,65,11,151.49,2,3,3,8,233,Middle,ImmediatelyAddress
15763,32,15,244.98999999999998,3,3,3,9,333,Top,Safe
15764,88,45,794.6299999999999,2,4,4,10,244,Top,Safe
15766,64,1,15.0,2,1,1,4,211,Low,ImmediatelyAddress
15768,204,6,71.5,1,2,2,5,122,Low,Concerning
15769,7,27,10867.380000000001,4,4,4,12,444,Top,Whale
15773,6,2,18.4,4,1,1,6,411,Middle,Concerning
15774,69,5,75.0,2,2,2,6,222,Middle,Concerning
15775,245,1,17.700000000000003,1,1,1,3,111,Low,ImmediatelyAddress
15776,133,5,69.82,2,2,2,6,222,Middle,Concerning
15777,241,5,296.85,1,2,3,6,123,Middle,Concerning
15780,243,9,160.1,1,2,3,6,123,Middle,Concerning
15781,25,3,55.699999999999996,3,1,1,5,311,Low,Concerning
15782,10,9,481.22,4,2,4,10,424,Top,Safe
15783,11,1,19.8,4,1,1,6,411,Middle,Concerning
15785,33,19,449.0200000000001,3,3,4,10,334,Top,Safe
15786,46,61,1195.53,3,4,4,11,344,Top,Whale
15787,26,39,144.45000000000002,3,4,3,10,343,Top,Safe
15789,358,5,56.94,1,2,1,4,121,Low,ImmediatelyAddress
15790,10,7,37.14,4,2,1,7,421,Middle,Middle
15791,44,10,244.70000000000002,3,3,3,9,333,Top,Safe
15793,40,2,93.36000000000001,3,1,2,6,312,Middle,Concerning
15795,150,12,198.37,2,3,3,8,233,Middle,ImmediatelyAddress
15796,1,33,624.5300000000002,4,4,4,12,444,Top,Whale
15797,305,1,244.79999999999998,1,1,3,5,113,Low,Concerning
15799,76,18,140.59,2,3,3,8,233,Middle,ImmediatelyAddress
15800,107,26,181.64,2,4,3,9,243,Top,Safe
15801,46,13,194.58999999999997,3,3,3,9,333,Top,Safe
15803,51,2,119.54,3,1,2,6,312,Middle,Concerning
15804,1,34,501.4100000000001,4,4,4,12,444,Top,Whale
15805,23,68,1173.3200000000004,3,4,4,11,344,Top,Whale
15806,46,4,139.85,3,1,2,6,312,Middle,Concerning
15807,50,12,253.57999999999998,3,3,3,9,333,Top,Safe
15808,306,35,540.05,1,4,4,9,144,Top,Safe
15809,36,7,102.28999999999999,3,2,2,7,322,Middle,Middle
15810,170,16,253.70000000000005,1,3,3,7,133,Middle,Middle
15811,22,33,555.1900000000002,3,4,4,11,344,Top,Whale
15812,107,11,479.2,2,3,4,9,234,Top,Safe
15813,208,7,207.99999999999997,1,2,3,6,123,Middle,Concerning
15814,17,15,492.51000000000005,4,3,4,11,434,Top,Whale
15815,64,5,268.02,2,2,3,7,223,Middle,Middle
15819,49,24,318.57,3,4,3,10,343,Top,Safe
15820,320,2,15.9,1,1,1,3,111,Low,ImmediatelyAddress
15821,44,12,93.25,3,3,2,8,332,Middle,ImmediatelyAddress
15822,3,8,317.0,4,2,3,9,423,Top,Safe
15825,172,5,59.22,1,2,1,4,121,Low,ImmediatelyAddress
15826,56,13,331.34000000000003,2,3,3,8,233,Middle,ImmediatelyAddress
15827,73,27,439.84,2,4,4,10,244,Top,Safe
15829,99,13,177.17999999999998,2,3,3,8,233,Middle,ImmediatelyAddress
15830,38,4,53.36,3,1,1,5,311,Low,Concerning
15831,58,16,195.01000000000002,2,3,3,8,233,Middle,ImmediatelyAddress
15832,254,12,179.79999999999998,1,3,3,7,133,Middle,Middle
15834,70,64,527.1799999999998,2,4,4,10,244,Top,Safe
15835,44,12,205.48,3,3,3,9,333,Top,Safe
15836,50,2,29.75,3,1,1,5,311,Low,Concerning
15837,65,5,85.5,2,2,2,6,222,Middle,Concerning
15838,11,40,5408.04,4,4,4,12,444,Top,Whale
15839,33,16,277.1,3,3,3,9,333,Top,Safe
15840,59,5,72.36,2,2,2,6,222,Middle,Concerning
15841,73,4,80.94,2,1,2,5,212,Low,Concerning
15843,304,3,43.2,1,1,1,3,111,Low,ImmediatelyAddress
15844,46,1,10.2,3,1,1,5,311,Low,Concerning
15845,18,25,703.4300000000001,4,4,4,12,444,Top,Whale
15847,38,4,53.1,3,1,1,5,311,Low,Concerning
15850,19,23,55.96,4,4,1,9,441,Top,Safe
15852,197,4,11.57,1,1,1,3,111,Low,ImmediatelyAddress
15853,52,6,21.22,3,2,1,6,321,Middle,Concerning
15854,4,23,367.19999999999993,4,4,4,12,444,Top,Whale
15855,137,13,142.29999999999998,2,3,3,8,233,Middle,ImmediatelyAddress
15856,4,130,3373.79,4,4,4,12,444,Top,Whale
15857,19,5,140.1,4,2,2,8,422,Middle,ImmediatelyAddress
15858,16,41,263.7,4,4,3,11,443,Top,Whale
15860,41,30,208.77999999999997,3,4,3,10,343,Top,Safe
15861,12,100,528.4700000000001,4,4,4,12,444,Top,Whale
15862,8,33,201.14999999999998,4,4,3,11,443,Top,Whale
15863,26,3,21.4,3,1,1,5,311,Low,Concerning
15864,27,4,398.2800000000001,3,1,4,8,314,Middle,ImmediatelyAddress
15865,41,7,116.9,3,2,2,7,322,Middle,Middle
15866,101,11,71.47000000000001,2,3,2,7,232,Middle,Middle
15867,5,104,948.6700000000001,4,4,4,12,444,Top,Whale
15869,277,4,63.88999999999999,1,1,2,4,112,Low,ImmediatelyAddress
15870,33,24,148.94,3,4,3,10,343,Top,Safe
15872,15,24,70.94999999999999,4,4,2,10,442,Top,Safe
15874,64,25,1259.52,2,4,4,10,244,Top,Safe
15877,2,29,105.09,4,4,2,10,442,Top,Safe
15880,369,20,52.32,1,3,1,5,131,Low,Concerning
15881,312,7,88.85000000000001,1,2,2,5,122,Low,Concerning
15882,199,8,122.64000000000001,1,2,2,5,122,Low,Concerning
15883,2,15,74.73,4,3,2,9,432,Top,Safe
15885,93,1,17.700000000000003,2,1,1,4,211,Low,ImmediatelyAddress
15886,60,3,32.35,2,1,1,4,211,Low,ImmediatelyAddress
15888,81,2,14.07,2,1,1,4,211,Low,ImmediatelyAddress
15889,157,21,68.75999999999999,1,3,2,6,132,Middle,Concerning
15891,227,11,112.78,1,3,2,6,132,Middle,Concerning
15894,369,8,35.0,1,2,1,4,121,Low,ImmediatelyAddress
15895,150,3,14.33,2,1,1,4,211,Low,ImmediatelyAddress
15897,194,6,26.65,1,2,1,4,121,Low,ImmediatelyAddress
15898,1,20,181.63000000000002,4,3,3,10,433,Top,Safe
15899,369,1,13.6,1,1,1,3,111,Low,ImmediatelyAddress
15900,24,6,30.279999999999998,3,2,1,6,321,Middle,Concerning
15901,17,20,63.99,4,3,2,9,432,Top,Safe
15903,10,17,1038.4800000000002,4,3,4,11,434,Top,Whale
15904,8,9,36.959999999999994,4,2,1,7,421,Middle,Middle
15906,20,36,393.33,3,4,4,11,344,Top,Whale
15907,4,47,238.41,4,4,3,11,443,Top,Whale
15909,174,1,19.799999999999997,1,1,1,3,111,Low,ImmediatelyAddress
15910,1,52,206.55999999999997,4,4,3,11,443,Top,Whale
15912,233,2,43.35,1,1,1,3,111,Low,ImmediatelyAddress
15916,16,33,327.02999999999986,4,4,3,11,443,Top,Whale
15917,248,2,14.750000000000002,1,1,1,3,111,Low,ImmediatelyAddress
15918,191,5,34.550000000000004,1,2,1,4,121,Low,ImmediatelyAddress
15919,20,39,173.73000000000002,3,4,3,10,343,Top,Safe
15920,154,11,22.880000000000003,1,3,1,5,131,Low,Concerning
15921,173,4,40.97,1,1,1,3,111,Low,ImmediatelyAddress
15922,373,1,13.2,1,1,1,3,111,Low,ImmediatelyAddress
15923,373,7,45.43,1,2,1,4,121,Low,ImmediatelyAddress
15925,194,2,22.400000000000002,1,1,1,3,111,Low,ImmediatelyAddress
15930,67,4,75.8,2,1,2,5,212,Low,Concerning
15932,4,16,300.02,4,3,3,10,433,Top,Safe
15933,21,12,176.90000000000003,3,3,3,9,333,Top,Safe
15935,239,4,323.94,1,1,3,5,113,Low,Concerning
15937,64,1,19.799999999999997,2,1,1,4,211,Low,ImmediatelyAddress
15939,134,13,1160.08,2,3,4,9,234,Top,Safe
15942,134,2,57.7,2,1,1,4,211,Low,ImmediatelyAddress
15944,277,1,17.700000000000003,1,1,1,3,111,Low,ImmediatelyAddress
15947,83,7,301.96,2,2,3,7,223,Middle,Middle
15948,8,13,190.89,4,3,3,10,433,Top,Safe
15949,17,4,67.64,4,1,2,7,412,Middle,Middle
15950,32,22,339.99000000000007,3,4,4,11,344,Top,Whale
15951,9,10,154.25,4,3,3,10,433,Top,Safe
15952,34,14,119.41,3,3,2,8,332,Middle,ImmediatelyAddress
15953,15,19,371.91,4,3,4,11,434,Top,Whale
15955,24,33,1068.2099999999998,3,4,4,11,344,Top,Whale
15957,32,8,42.97000000000001,3,2,1,6,321,Middle,Concerning
15958,74,1,3.95,2,1,1,4,211,Low,ImmediatelyAddress
15963,20,7,111.56,3,2,2,7,322,Middle,Middle
15965,17,31,229.69000000000003,4,4,3,11,443,Top,Whale
15967,23,17,63.949999999999996,3,3,2,8,332,Middle,ImmediatelyAddress
15969,3,1,39.8,4,1,1,6,411,Middle,Concerning
15970,304,2,33.0,1,1,1,3,111,Low,ImmediatelyAddress
15971,53,5,383.7,2,2,4,8,224,Middle,ImmediatelyAddress
15974,39,41,717.5900000000001,3,4,4,11,344,Top,Whale
15975,84,7,103.65,2,2,2,6,222,Middle,Concerning
15976,165,26,89.25999999999999,1,4,2,7,142,Middle,Middle
15977,17,9,87.41000000000001,4,2,2,8,422,Middle,ImmediatelyAddress
15978,77,6,132.28,2,2,2,6,222,Middle,Concerning
15980,89,7,412.87,2,2,4,8,224,Middle,ImmediatelyAddress
15981,25,22,614.5,3,4,4,11,344,Top,Whale
15983,22,24,273.07000000000005,3,4,3,10,343,Top,Safe
15984,3,46,398.71999999999986,4,4,4,12,444,Top,Whale
15985,123,6,288.6,2,2,3,7,223,Middle,Middle
15986,30,2,29.999999999999996,3,1,1,5,311,Low,Concerning
15987,12,24,143.19,4,4,3,11,443,Top,Whale
15988,19,3,34.7,4,1,1,6,411,Middle,Concerning
15990,44,14,180.88,3,3,3,9,333,Top,Safe
15992,4,1,13.52,4,1,1,6,411,Middle,Concerning
15993,9,119,599.8899999999999,4,4,4,12,444,Top,Whale
15994,55,7,107.14999999999999,2,2,2,6,222,Middle,Concerning
15996,88,21,142.33000000000004,2,3,3,8,233,Middle,ImmediatelyAddress
15998,37,115,733.42,3,4,4,11,344,Top,Whale
16000,3,2,2771.3999999999996,4,1,4,9,414,Top,Safe
16003,30,19,511.83000000000004,3,3,4,10,334,Top,Safe
16005,12,41,99.64000000000001,4,4,2,10,442,Top,Safe
16006,211,1,23.099999999999998,1,1,1,3,111,Low,ImmediatelyAddress
16007,48,82,384.52,3,4,4,11,344,Top,Whale
16008,24,8,97.30000000000001,3,2,2,7,322,Middle,Middle
16009,32,18,201.21,3,3,3,9,333,Top,Safe
16010,246,10,30.850000000000005,1,3,1,5,131,Low,Concerning
16011,8,47,725.8999999999997,4,4,4,12,444,Top,Whale
16012,35,9,113.78999999999999,3,2,2,7,322,Middle,Middle
16013,8,37,8886.72,4,4,4,12,444,Top,Whale
16014,152,31,136.86000000000004,1,4,2,7,142,Middle,Middle
16015,4,29,96.26,4,4,2,10,442,Top,Safe
16016,3,48,321.22999999999996,4,4,3,11,443,Top,Whale
16017,47,3,12.0,3,1,1,5,311,Low,Concerning
16018,39,8,170.97,3,2,3,8,323,Middle,ImmediatelyAddress
16019,47,32,816.5900000000001,3,4,4,11,344,Top,Whale
16020,17,11,206.29000000000005,4,3,3,10,433,Top,Safe
16022,260,14,110.58,1,3,2,6,132,Middle,Concerning
16023,46,12,51.14,3,3,1,7,331,Middle,Middle
16024,12,16,79.81,4,3,2,9,432,Top,Safe
16025,30,5,84.9,3,2,2,7,322,Middle,Middle
16026,43,6,42.36,3,2,1,6,321,Middle,Concerning
16027,137,3,176.25,2,1,3,6,213,Middle,Concerning
16029,44,30,15560.509999999998,3,4,4,11,344,Top,Whale
16030,310,6,77.2,1,2,2,5,122,Low,Concerning
16031,92,25,98.70999999999998,2,4,2,8,242,Middle,ImmediatelyAddress
16033,6,248,1946.4100000000003,4,4,4,12,444,Top,Whale
16034,208,4,76.35,1,1,2,4,112,Low,ImmediatelyAddress
16036,87,10,162.09,2,3,3,8,233,Middle,ImmediatelyAddress
16037,270,7,270.70000000000005,1,2,3,6,123,Middle,Concerning
16038,8,7,171.50000000000003,4,2,3,9,423,Top,Safe
16040,65,18,436.15,2,3,4,9,234,Top,Safe
16041,141,1,208.79999999999998,2,1,3,6,213,Middle,Concerning
16042,22,14,211.93,3,3,3,9,333,Top,Safe
16043,37,8,130.7,3,2,2,7,322,Middle,Middle
16045,120,21,358.96,2,3,4,9,234,Top,Safe
16049,40,59,181.09,3,4,3,10,343,Top,Safe
16050,174,2,32.519999999999996,1,1,1,3,111,Low,ImmediatelyAddress
16052,54,6,60.5,2,2,2,6,222,Middle,Concerning
16053,33,11,171.13000000000002,3,3,3,9,333,Top,Safe
16054,145,10,98.98,2,3,2,7,232,Middle,Middle
16055,221,3,60.65,1,1,2,4,112,Low,ImmediatelyAddress
16056,45,16,166.07999999999998,3,3,3,9,333,Top,Safe
16057,16,31,574.4,4,4,4,12,444,Top,Whale
16059,72,29,222.45000000000005,2,4,3,9,243,Top,Safe
16062,10,15,298.94,4,3,3,10,433,Top,Safe
16063,260,4,57.10000000000001,1,1,1,3,111,Low,ImmediatelyAddress
16065,365,15,72.00000000000001,1,3,2,6,132,Middle,Concerning
16066,17,18,185.62,4,3,3,10,433,Top,Safe
16070,22,5,164.70000000000002,3,2,3,8,323,Middle,ImmediatelyAddress
16071,45,4,58.540000000000006,3,1,1,5,311,Low,Concerning
16072,288,4,162.85,1,1,3,5,113,Low,Concerning
16076,3,28,524.97,4,4,4,12,444,Top,Whale
16079,17,9,533.88,4,2,4,10,424,Top,Safe
16080,82,1,41.6,2,1,1,4,211,Low,ImmediatelyAddress
16081,56,47,535.04,2,4,4,10,244,Top,Safe
16083,101,3,235.79999999999995,2,1,3,6,213,Middle,Concerning
16084,299,13,194.25,1,3,3,7,133,Middle,Middle
16085,23,34,236.17000000000002,3,4,3,10,343,Top,Safe
16086,59,7,165.64,2,2,3,7,223,Middle,Middle
16091,155,1,15.0,1,1,1,3,111,Low,ImmediatelyAddress
16092,115,9,146.39999999999998,2,2,3,7,223,Middle,Middle
16093,107,1,17.0,2,1,1,4,211,Low,ImmediatelyAddress
16094,12,14,224.62,4,3,3,10,433,Top,Safe
16096,264,3,64.98,1,1,2,4,112,Low,ImmediatelyAddress
16097,240,3,55.3,1,1,1,3,111,Low,ImmediatelyAddress
16098,88,13,390.45000000000005,2,3,4,9,234,Top,Safe
16099,138,6,109.50000000000001,2,2,2,6,222,Middle,Concerning
16101,71,16,266.98,2,3,3,8,233,Middle,ImmediatelyAddress
16102,42,15,423.36,3,3,4,10,334,Top,Safe
16103,7,9,238.54,4,2,3,9,423,Top,Safe
16104,62,4,73.9,2,1,2,5,212,Low,Concerning
16105,249,1,20.4,1,1,1,3,111,Low,ImmediatelyAddress
16106,66,2,28.28,2,1,1,4,211,Low,ImmediatelyAddress
16107,103,4,392.40000000000003,2,1,4,7,214,Middle,Middle
16108,85,14,279.00000000000006,2,3,3,8,233,Middle,ImmediatelyAddress
16109,219,3,47.64,1,1,1,3,111,Low,ImmediatelyAddress
16110,45,71,312.14000000000004,3,4,3,10,343,Top,Safe
16112,333,1,4.5600000000000005,1,1,1,3,111,Low,ImmediatelyAddress
16113,183,7,44.199999999999996,1,2,1,4,121,Low,ImmediatelyAddress
16114,171,2,34.650000000000006,1,1,1,3,111,Low,ImmediatelyAddress
16115,10,60,352.3,4,4,4,12,444,Top,Whale
16116,212,7,167.82,1,2,3,6,123,Middle,Concerning
16117,190,3,23.729999999999997,1,1,1,3,111,Low,ImmediatelyAddress
16119,8,3,80.4,4,1,2,7,412,Middle,Middle
16120,59,4,248.48000000000002,2,1,3,6,213,Middle,Concerning
16121,57,44,204.67000000000004,2,4,3,9,243,Top,Safe
16122,113,6,87.72,2,2,2,6,222,Middle,Concerning
16123,52,2,30.0,3,1,1,5,311,Low,Concerning
16124,317,1,33.9,1,1,1,3,111,Low,ImmediatelyAddress
16125,367,2,37.2,1,1,1,3,111,Low,ImmediatelyAddress
16126,29,19,1079.75,3,3,4,10,334,Top,Safe
16127,39,13,202.48000000000002,3,3,3,9,333,Top,Safe
16128,18,19,373.66,4,3,4,11,434,Top,Whale
16131,52,12,616.52,3,3,4,10,334,Top,Safe
16133,4,57,1716.1499999999999,4,4,4,12,444,Top,Whale
16134,22,4,63.3,3,1,2,6,312,Middle,Concerning
16135,263,4,61.95,1,1,2,4,112,Low,ImmediatelyAddress
16136,60,12,186.66000000000003,2,3,3,8,233,Middle,ImmediatelyAddress
16139,19,6,87.7,4,2,2,8,422,Middle,ImmediatelyAddress
16140,66,8,114.02000000000001,2,2,2,6,222,Middle,Concerning
16141,88,6,117.49,2,2,2,6,222,Middle,Concerning
16142,250,10,160.38,1,3,3,7,133,Middle,Middle
16143,3,19,304.1,4,3,3,10,433,Top,Safe
16145,9,47,743.1300000000001,4,4,4,12,444,Top,Whale
16146,204,7,135.49,1,2,2,5,122,Low,Concerning
16147,134,3,55.5,2,1,1,4,211,Low,ImmediatelyAddress
16148,296,1,76.32000000000001,1,1,2,4,112,Low,ImmediatelyAddress
16149,5,3,48.8,4,1,1,6,411,Middle,Concerning
16150,43,20,373.4,3,3,4,10,334,Top,Safe
16152,269,3,193.5,1,1,3,5,113,Low,Concerning
16153,50,20,367.28999999999996,3,3,4,10,334,Top,Safe
16156,9,23,503.99,4,4,4,12,444,Top,Whale
16157,16,5,132.15,4,2,2,8,422,Middle,ImmediatelyAddress
16159,282,2,45.0,1,1,1,3,111,Low,ImmediatelyAddress
16160,86,3,86.94,2,1,2,5,212,Low,Concerning
16161,2,88,1052.7,4,4,4,12,444,Top,Whale
16163,232,2,431.3500000000001,1,1,4,6,114,Middle,Concerning
16164,17,7,259.76,4,2,3,9,423,Top,Safe
16168,34,19,979.16,3,3,4,10,334,Top,Safe
16169,8,18,363.0199999999999,4,3,4,11,434,Top,Whale
16170,51,14,174.82000000000002,3,3,3,9,333,Top,Safe
16172,95,13,206.12,2,3,3,8,233,Middle,ImmediatelyAddress
16173,16,21,360.58000000000004,4,3,4,11,434,Top,Whale
16174,126,8,565.95,2,2,4,8,224,Middle,ImmediatelyAddress
16175,94,9,159.90999999999997,2,2,3,7,223,Middle,Middle
16177,50,2,34.8,3,1,1,5,311,Low,Concerning
16178,138,2,48.0,2,1,1,4,211,Low,ImmediatelyAddress
16179,61,1,20.28,2,1,1,4,211,Low,ImmediatelyAddress
16180,100,40,1966.55,2,4,4,10,244,Top,Safe
16181,73,1,19.8,2,1,1,4,211,Low,ImmediatelyAddress
16182,72,3,556.8,2,1,4,7,214,Middle,Middle
16183,67,5,107.13,2,2,2,6,222,Middle,Concerning
16184,64,8,196.24,2,2,3,7,223,Middle,Middle
16185,17,8,114.45,4,2,2,8,422,Middle,ImmediatelyAddress
16186,23,41,761.67,3,4,4,11,344,Top,Whale
16187,32,62,1435.3700000000001,3,4,4,11,344,Top,Whale
16188,45,15,170.86,3,3,3,9,333,Top,Safe
16189,16,2,29.95,4,1,1,6,411,Middle,Concerning
16190,40,1,89.85,3,1,2,6,312,Middle,Concerning
16191,3,34,1645.3400000000001,4,4,4,12,444,Top,Whale
16193,237,1,15.0,1,1,1,3,111,Low,ImmediatelyAddress
16198,75,4,117.30000000000001,2,1,2,5,212,Low,Concerning
16200,4,23,124.0,4,4,2,10,442,Top,Safe
16201,3,17,281.6,4,3,3,10,433,Top,Safe
16202,361,3,30.119999999999997,1,1,1,3,111,Low,ImmediatelyAddress
